Collective	Pathway	KO	Abbrev.	Gene_description
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01835	pgm	 phosphoglucomutase [EC:5.4.2.2]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K15778	pmm-pgm	 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K05774	phnN	 ribose 1,5-bisphosphokinase [EC:2.7.4.23]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00948	PRPS, prsA	 ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01690	edd	 phosphogluconate dehydratase [EC:4.2.1.12]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01625	eda	 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17463	dgaF	 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11395	kdpgA	 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00131	gapN	 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18978	gapN	 glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00034	gdh	 glucose 1-dehydrogenase [EC:1.1.1.47]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K22969	gdh	 glucose 1-dehydrogenase [EC:1.1.1.47]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18124	gdh2, gdhA	 glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18125	ssgdh	 aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K19813	gdh	 glucose dehydrogenase [EC:1.1.5.9]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00117	gcd	 quinoprotein glucose dehydrogenase [EC:1.1.5.2]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01053	gnl, RGN	 gluconolactonase [EC:3.1.1.17]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00090	ghrB	 glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11441	kguK	 dehydrogluconokinase [EC:2.7.1.13]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00851	idnK, gntK	 gluconokinase [EC:2.7.1.12]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K25031	gntK	 gluconokinase [EC:2.7.1.12]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K05308	gnaD	 gluconate/galactonate dehydratase [EC:4.2.1.140]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00874	kdgK	 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18126	sskdgK	 2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18127	kdgA	 2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K03738	aor	 aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18020	cutA	 glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18021	cutB	 glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18022	cutC	 glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K18128	gadh	 D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11529	gck, gckA, GLYCTK	 glycerate 2-kinase [EC:2.7.1.165]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17464	dgaA	 D-glucosaminate PTS system EIIA component [EC:2.7.1.203]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17465	dgaB	 D-glucosaminate PTS system EIIB component [EC:2.7.1.203]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17466	dgaC	 D-glucosaminate PTS system EIIC component
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17467	dgaD	 D-glucosaminate PTS system EIID component
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K17468	dgaE	 D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11645	fbaB	 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01624	FBA, fbaA	 fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K03841	FBP, fbp	 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K02446	glpX	 fructose-1,6-bisphosphatase II [EC:3.1.3.11]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11532	glpX-SEBP	 fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01086	fbp-SEBP	 fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K04041	fbp3	 fructose-1,6-bisphosphatase III [EC:3.1.3.11]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00850	pfkA, PFK	 6-phosphofructokinase 1 [EC:2.7.1.11]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K16370	pfkB	 6-phosphofructokinase 2 [EC:2.7.1.11]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K21071	pfk, pfp	 ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00918	pfkC	 ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00895	pfp, PFP	 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01728	pel	 pectate lyase [EC:4.2.2.2]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K19551	pelC	 pectate lyase C [EC:4.2.2.2 4.2.2.10]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01731	pelW	 pectate disaccharide-lyase [EC:4.2.2.9]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22994	pelX	 pectate disaccharide-lyase [EC:4.2.2.9]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01730	ogl	 oligogalacturonide lyase [EC:4.2.2.6]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01815	kduI	 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00065	kduD	 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22933	lplD	 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01812	uxaC	 glucuronate isomerase [EC:5.3.1.12]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00041	uxaB	 tagaturonate reductase [EC:1.1.1.58]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01685	uxaA	 altronate hydrolase [EC:4.2.1.7]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K16849	uxaA1	 altronate dehydratase small subunit [EC:4.2.1.7]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K16850	uxaA2	 altronate dehydratase large subunit [EC:4.2.1.7]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01686	uxuA	 mannonate dehydratase [EC:4.2.1.8]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K08323	rspA, manD	 mannonate dehydratase [EC:4.2.1.8]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K08322	rspB	 L-gulonate 5-dehydrogenase [EC:1.1.1.380]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00040	uxuB	 fructuronate reductase [EC:1.1.1.57]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K21619	uxaE	 tagaturonate epimerase [EC:5.1.2.7]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K19634	gar1	 D-galacturonate reductase [EC:1.1.1.365]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01195	uidA, GUSB	 beta-glucuronidase [EC:3.2.1.31]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00012	UGDH, ugd	 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00963	UGP2, galU, galF	 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00002	AKR1A1, adh	 alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K08092	dlgD	 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00880	lyxK	 L-xylulokinase [EC:2.7.1.53]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K03078	ulaD, sgaH, sgbH	 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K03079	ulaE, sgaU, sgbU	 L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K03077	araD, ulaF, sgaE, sgbE	 L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01783	rpe, RPE	 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01804	araA	 L-arabinose isomerase [EC:5.3.1.4]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00853	araB	 L-ribulokinase [EC:2.7.1.16]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00854	xylB, XYLB	 xylulokinase [EC:2.7.1.17]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01805	xylA	 xylose isomerase [EC:5.3.1.5]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00594	xyoA, aldO	 alditol oxidase [EC:1.1.3.41]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01820	rhaA	 L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00848	rhaB	 rhamnulokinase [EC:2.7.1.5]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01629	rhaD	 rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00007	dalD	 D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K09988	lyxA	 D-lyxose ketol-isomerase [EC:5.3.1.15]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00008	SORD, gutB	 L-iditol 2-dehydrogenase [EC:1.1.1.14]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22185	xylB	 D-xylose 1-dehydrogenase [EC:1.1.1.175]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K14273	xdh	 D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming) [EC:1.1.1.179]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K14274	xylC	 xylono-1,5-lactonase [EC:3.1.1.110]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K24442	xacA	 D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming) [EC:1.1.1.424]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K24443	xacC	 D-xylono/L-arabinono-1,4-lactonase [EC:3.1.1.68 3.1.1.15]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K14275	xad	 D-xylonate dehydratase [EC:4.2.1.82]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22186	xylD	 xylonate dehydratase [EC:4.2.1.82]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22396	yjhG, yagF	 xylonate dehydratase [EC:4.2.1.82]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22397	yjhH, yagE	 2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K14259	kdaD, xacE, kdxD	 2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K13877	aldH	 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K19588	dopDH	 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22187	xylA	 alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00875	rbtK	 D-ribulokinase [EC:2.7.1.47]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K22935	XK1, psk	 D-ribulokinase [EC:2.7.1.47]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00039	rbtD	 ribitol 2-dehydrogenase [EC:1.1.1.56]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K05352	tarJ	 ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K21681	bcs1	 ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K21030	tarI	 D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01818	fucI	 L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00879	fucK	 L-fuculokinase [EC:2.7.1.51]
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K01628	fucA	 L-fuculose-phosphate aldolase [EC:4.1.2.17]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01218	gmuG	 mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00847	E2.7.1.4, scrK	 fructokinase [EC:2.7.1.4]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01809	manA, MPI	 mannose-6-phosphate isomerase [EC:5.3.1.8]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K15916	pgi-pmi	 glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K16011	algA, xanB, rfbA, wbpW, pslB	 mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01840	manB	 phosphomannomutase [EC:5.4.2.8]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K15778	pmm-pgm	 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00971	manC, cpsB	 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01711	gmd, GMDS	 GDPmannose 4,6-dehydratase [EC:4.2.1.47]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K02377	TSTA3, fcl	 GDP-L-fucose synthase [EC:1.1.1.271]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01818	fucI	 L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00879	fucK	 L-fuculokinase [EC:2.7.1.51]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01628	fucA	 L-fuculose-phosphate aldolase [EC:4.1.2.17]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K18334	fucD	 L-fuconate dehydratase [EC:4.2.1.68]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K18336	lra6	 2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K12661	LRA3, rhmD	 L-rhamnonate dehydratase [EC:4.2.1.90]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K12660	rhmA	 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01813	rhaA	 L-rhamnose isomerase [EC:5.3.1.14]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K21883	lra5	 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01820	rhaA	 L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00848	rhaB	 rhamnulokinase [EC:2.7.1.5]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01629	rhaD	 rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K18818	mgs	 mannosylglycerate synthase [EC:2.4.1.269]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00850	pfkA, PFK	 6-phosphofructokinase 1 [EC:2.7.1.11]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K16370	pfkB	 6-phosphofructokinase 2 [EC:2.7.1.11]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K21071	pfk, pfp	 ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00895	pfp, PFP	 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K03841	FBP, fbp	 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K02446	glpX	 fructose-1,6-bisphosphatase II [EC:3.1.3.11]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K11532	glpX-SEBP	 fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K01086	fbp-SEBP	 fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K04041	fbp3	 fructose-1,6-bisphosphatase III [EC:3.1.3.11]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00009	mtlD	 mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00068	srlD	 sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K19956	sorE	 L-sorbose 1-phosphate reductase [EC:1.1.1.-]
09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K00882	fruK	 1-phosphofructokinase [EC:2.7.1.56]
